unique_item_id,used_list_price,used_condition,department,category,item_parent_sku,color,size,msrp_new,last_known_retail_price_new,first_approved_date,first_ordered_date
280814,45.7488,Perfect,Outdoor Storage,Envelopes,113231,Black,11,76.5,46.59105,2018-06-16T00:00:00,2018-07-18T00:00:00
284801,56.4603,Great,Kitchen and Dining,Spoons,111260,Blue,Re,80.955,,2018-06-24T00:00:00,2018-07-17T00:00:00
300111,187.6275,Perfect,Kitchen and Dining,Spoons,111165,Blue,Re,242.1,,2018-07-28T00:00:00,2018-08-06T00:00:00
315087,82.1004,Perfect,Kitchen and Dining,Spoons,881573,Red,Lo,112.455,86.88955,2018-09-01T00:00:00,2018-09-05T00:00:00
302263,187.6275,Perfect,Kitchen and Dining,Spoons,111165,Blue,Re,242.1,,2018-08-03T00:00:00,2018-08-13T00:00:00
312624,77.9004,Perfect,Kitchen and Dining,Spoons,845298,Red,Lo,98.1,70.99455,2018-08-26T00:00:00,2018-10-12T00:00:00
282466,24.2568,Perfect,Kitchen and Dining,Pots,111148,Green,NO,26.955,,2018-06-18T00:00:00,2018-07-13T00:00:00
281819,50.4897,OK,Kids Storage,Shelves,135273,Gray,12,144.0,74.64105,2018-06-17T00:00:00,2018-07-24T00:00:00
290393,89.9868,Perfect,Kids Furniture,Rugs,112410,Gray,M,251.9,113.83,2018-07-06T00:00:00,2018-08-01T00:00:00
301135,26.7468,Perfect,Outdoor Furniture,Beds,134259,Green,S,108.9,33.83,2018-08-02T00:00:00,2018-09-21T00:00:00
308001,55.6047,Great,Kitchen and Dining,Spoons,870756,Blue,Re,89.955,65.38455,2018-08-18T00:00:00,2018-10-29T00:00:00
278721,187.7019,Great,Kitchen and Dining,Spoons,111166,Red,Re,269.1,,2018-06-27T00:00:00,2018-07-03T00:00:00
339816,91.7352,Perfect,Outdoor Storage,Shelves,103761,Blue,9,117.0,93.43455,2018-10-29T00:00:00,2018-10-30T00:00:00
300394,36.5688,Perfect,Outdoor Furniture,Beds,125045,Green,L,88.0,39.83,2018-07-28T00:00:00,2018-08-11T00:00:00
337824,44.8308,Perfect,Outdoor Furniture,Rugs,878094,Orange,M,109.45,48.83,2018-10-26T00:00:00,2018-10-26T00:00:00
306954,104.49,Perfect,Kitchen and Dining,Spoons,136261,Gray,Qu,116.1,,2018-08-18T00:00:00,2018-08-28T00:00:00
336340,60.7068,Perfect,Kitchen and Dining,Spoons,136335,Blue,NO,67.455,,2018-10-21T00:00:00,2018-10-26T00:00:00
325153,46.6953,Perfect,Kitchen and Dining,Spoons,797113,Not color,NO,60.255,,2018-09-23T00:00:00,2018-10-01T00:00:00
310402,61.9704,Perfect,Kids Storage,Envelopes,151208,Black,7,108.0,,2018-08-20T00:00:00,2018-08-22T00:00:00
281715,95.5947,Perfect,Kids Storage,Shelves,135273,Gray,11,144.0,113.06955,2018-06-16T00:00:00,2018-06-20T00:00:00
300843,35.4423,Perfect,Kids Furniture,Chairs,141976,Gray,S,99.0,44.83,2018-07-29T00:00:00,2018-08-23T00:00:00
311322,20.4444,Perfect,Kitchen and Dining,Appliances,850195,Green,NO,24.255,18.63455,2018-08-26T00:00:00,2018-10-11T00:00:00
307817,63.984,Great,Outdoor Storage,Shelves,147264,Black,8,108.0,84.08455,2018-08-18T00:00:00,2018-09-19T00:00:00
300194,136.89,Perfect,Kitchen and Dining,Spoons,117154,Orange,Re,152.1,,2018-07-28T00:00:00,2018-08-01T00:00:00
282402,123.0444,Great,Outdoor Furniture,Rugs,104838,Gray,XS,328.9,148.93,2018-06-18T00:00:00,2018-08-18T00:00:00
290678,38.6424,Perfect,Outdoor Storage,Boxes,146653,Black,8,81.0,,2018-07-08T00:00:00,2018-08-31T00:00:00
316910,88.29,Perfect,Kitchen and Dining,Spoons,107475,Blue,Re,98.1,,2018-09-04T00:00:00,2018-09-14T00:00:00
281564,107.352,Great,Outdoor Storage,Boxes,109016,Gray,10,161.955,121.48455,2018-06-17T00:00:00,2018-09-23T00:00:00
282685,100.4028,Great,Kitchen and Dining,Spoons,126619,Purple,Re,143.955,,2018-06-18T00:00:00,2018-07-07T00:00:00
296409,20.6274,Perfect,Kids Furniture,Desks,135866,Blue,L,103.4,,2018-07-19T00:00:00,2018-09-20T00:00:00
294036,30.1428,Perfect,Outdoor Furniture,Beds,134490,Purple,XL,104.5,32.83,2018-07-15T00:00:00,2018-10-15T00:00:00
307629,69.7128,Perfect,Kitchen and Dining,Spoons,110723,Red,Re,89.955,,2018-08-18T00:00:00,2018-09-11T00:00:00
277683,83.6628,Perfect,Kitchen and Dining,Spoons,129063,Green,Re,107.955,,2018-06-10T00:00:00,2018-06-17T00:00:00
275608,110.7432,Great,Kitchen and Dining,Spoons,896031,Purple,Re,143.955,112.13455,2018-06-05T00:00:00,2018-06-25T00:00:00
277695,90.1635,Great,Kitchen and Dining,Casual Glasses,132691,Black,24,152.991,,2018-06-10T00:00:00,2018-07-01T00:00:00
287134,47.2824,Perfect,Outdoor Storage,Shelves,144460,Blue,9,99.0,,2018-06-30T00:00:00,2018-10-02T00:00:00
274969,56.7951,Great,Outdoor Storage,Boxes,828471,Brown,8,148.455,74.64105,2018-06-05T00:00:00,2018-06-09T00:00:00
298173,62.7378,Perfect,Kitchen and Dining,Spoons,866776,Multi-colored,NO,80.955,,2018-07-22T00:00:00,2018-08-15T00:00:00
294870,36.9144,Perfect,Outdoor Furniture,Desks,149041,Blue,M,68.2,,2018-07-16T00:00:00,2018-07-21T00:00:00
286677,19.3719,Perfect,Kitchen and Dining,Pots,144704,Blue,NO,81.0,20.50455,2018-06-30T00:00:00,2018-08-18T00:00:00
309639,124.7781,Great,Kitchen and Dining,Spoons,115081,Blue,Lo,188.955,146.72955,2018-08-20T00:00:00,2018-08-22T00:00:00
291639,204.0699,Great,Kids Furniture,Rugs,855418,Red,L,632.5,286.83,2018-07-10T00:00:00,2018-07-14T00:00:00
297013,62.3193,Perfect,Kids Furniture,Rugs,102342,Brown,M,174.9,78.83,2018-07-21T00:00:00,2018-08-06T00:00:00
292529,33.0708,Perfect,Kids Furniture,Side Tables,146929,Black,34,93.5,41.83,2018-07-13T00:00:00,2018-07-25T00:00:00
288864,93.9384,Perfect,Kids Furniture,Desks,148739,Khaki,L,165.0,,2018-07-02T00:00:00,2018-07-03T00:00:00
309416,80.9568,Perfect,Kitchen and Dining,Spoons,110723,Red,Re,89.955,,2018-08-20T00:00:00,2018-09-27T00:00:00
176345,27.3234,Perfect,Kids Furniture,Desks,110458,Green,XL,82.5,,2018-08-19T00:00:00,2018-10-25T00:00:00
289603,48.1554,Perfect,Kids Furniture,Rugs,154239,Black,M,109.989,,2018-07-06T00:00:00,2018-10-02T00:00:00
284734,81.7344,Great,Kids Furniture,Rugs,894312,Green,L,218.9,98.93,2018-06-24T00:00:00,2018-10-16T00:00:00
286092,40.2408,Perfect,Kids Furniture,Desks,138860,Blue,S,97.9,43.83,2018-06-25T00:00:00,2018-09-08T00:00:00
311653,76.0275,Perfect,Kitchen and Dining,Spoons,107475,Blue,Re,98.1,,2018-08-26T00:00:00,2018-08-28T00:00:00
321470,56.6568,Perfect,Kitchen and Dining,Spoons,870759,Green,Re,62.955,,2018-09-15T00:00:00,2018-10-28T00:00:00
326051,7.7748,Perfect,Outdoor Furniture,Desks,125615,White,XL,31.9,9.83,2018-09-28T00:00:00,2018-10-14T00:00:00
310855,100.9236,Great,Kitchen and Dining,Spoons,896029,Blue,Lo,152.955,118.67955,2018-08-24T00:00:00,2018-10-13T00:00:00
307578,80.9568,Perfect,Kitchen and Dining,Spoons,110723,Red,Re,89.955,,2018-08-18T00:00:00,2018-09-09T00:00:00
276558,153.09,Perfect,Kitchen and Dining,Spoons,117155,Blue,Lo,170.1,,2018-06-05T00:00:00,2018-06-08T00:00:00
283272,50.3388,Perfect,Kids Furniture,Desks,126000,Blue,S,121.0,54.83,2018-06-18T00:00:00,2018-10-10T00:00:00
283575,70.1406,Perfect,Kitchen and Dining,Appliances,150863,Green,On,107.1,,2018-06-18T00:00:00,2018-07-15T00:00:00
292907,43.6914,Perfect,Outdoor Furniture,Desks,140423,Blue,M,93.5,,2018-07-14T00:00:00,2018-07-30T00:00:00
279889,41.0037,OK,Outdoor Storage,Shelves,133877,Gray,8,117.0,60.61605,2018-06-12T00:00:00,2018-10-26T00:00:00
289490,60.2424,Perfect,Kids Furniture,Rugs,894605,Orange,L,110.0,,2018-07-05T00:00:00,2018-10-16T00:00:00
291145,22.1154,Perfect,Outdoor Furniture,Rugs,131234,Black,2X,66.0,,2018-07-08T00:00:00,2018-09-07T00:00:00
299813,91.8189,Perfect,Kitchen and Dining,Spoons,107371,Green,Re,125.1,97.17455,2018-07-28T00:00:00,2018-09-06T00:00:00
299948,80.9676,OK,Kitchen and Dining,Forks,123571,Red,NO,112.455,,2018-07-28T00:00:00,2018-07-30T00:00:00
283697,46.128,Great,Kids Storage,Boxes,895324,Gray,10,117.0,60.61605,2018-06-24T00:00:00,2018-08-16T00:00:00
276315,41.8128,Perfect,Kitchen and Dining,Spoons,127390,Blue,NO,53.955,,2018-06-05T00:00:00,2018-06-07T00:00:00
296523,139.4721,OK,Kitchen and Dining,Gadgets,113163,Blue,NO,224.955,,2018-07-22T00:00:00,2018-07-22T00:00:00
307189,147.8421,Great,Kitchen and Dining,Spoons,131637,Multi-colored,1 ,224.1,173.84455,2018-08-18T00:00:00,2018-08-24T00:00:00
316536,106.6284,Perfect,Kitchen and Dining,Spoons,107371,Green,Re,125.1,97.17455,2018-09-04T00:00:00,2018-10-04T00:00:00
282892,36.6012,OK,Outdoor Furniture,Rugs,140758,Gray,XS,109.945,49.83,2018-06-18T00:00:00,2018-09-22T00:00:00
294877,28.3371,Great,Kids Furniture,Rugs,130279,Multi-colored,M,87.945,39.83,2018-07-17T00:00:00,2018-08-14T00:00:00
277074,58.32,Great,Kids Storage,Shelves,878533,Gray,8,108.0,,2018-06-10T00:00:00,2018-06-20T00:00:00
298323,90.8517,Perfect,Outdoor Furniture,Rugs,124431,Blue,L,253.0,114.93,2018-07-26T00:00:00,2018-10-10T00:00:00
294872,81.8424,Perfect,Outdoor Storage,Boxes,144233,Red,10,171.0,,2018-07-15T00:00:00,2018-09-14T00:00:00
283327,10.5555,Great,Kids Furniture,Dining Tables,135936,Green,On,33.0,14.83,2018-06-18T00:00:00,2018-08-21T00:00:00
282349,42.5568,Perfect,Outdoor Furniture,Side Tables,143289,Black,6,118.8,53.83,2018-06-17T00:00:00,2018-06-24T00:00:00
284769,47.6532,Great,Kitchen and Dining,Spoons,129970,Red,Sh,71.955,56.03455,2018-06-24T00:00:00,2018-06-25T00:00:00
308336,181.5264,Great,Kitchen and Dining,Spoons,881904,Black,Lo,224.1,,2018-08-19T00:00:00,2018-10-12T00:00:00
327795,8.3142,Perfect,Kids Furniture,Desks,123340,Gray,XL,30.745,7.93,2018-09-30T00:00:00,2018-10-17T00:00:00
326956,94.7268,Great,Kitchen and Dining,Spoons,135417,Yellow,Lo,116.955,,2018-09-30T00:00:00,2018-10-05T00:00:00
283456,36.8712,OK,Kitchen and Dining,Spoons,111260,Red,Re,80.955,42.00955,2018-06-18T00:00:00,2018-06-23T00:00:00
295080,21.8808,Perfect,Outdoor Furniture,Side Tables,141036,Blue,S,76.945,23.83,2018-07-16T00:00:00,2018-09-22T00:00:00
328394,38.88,Great,Kids Storage,Bags,830932,Red,43,72.0,,2018-10-01T00:00:00,2018-10-06T00:00:00
316628,40.2732,OK,Outdoor Storage,Boxes,137979,Black,9.,197.955,51.26605,2018-09-04T00:00:00,2018-10-09T00:00:00
317005,19.3719,Perfect,Kitchen and Dining,Gadgets,152467,Black,NO,26.955,20.50455,2018-09-06T00:00:00,2018-09-11T00:00:00
276748,137.4084,Perfect,Kitchen and Dining,Spoons,880131,Green,Re,161.1,125.22455,2018-06-05T00:00:00,2018-09-09T00:00:00
311280,28.6524,Perfect,Kitchen and Dining,Spoons,866771,Blue,L,42.255,26.11455,2018-08-26T00:00:00,2018-08-28T00:00:00
309413,99.9378,Great,Outdoor Furniture,Rugs,102353,Black,M,218.9,,2018-08-20T00:00:00,2018-08-21T00:00:00
283492,177.39,Perfect,Kitchen and Dining,Pans,148711,Orange,Re,197.1,,2018-06-18T00:00:00,2018-07-12T00:00:00
304689,86.0343,Great,Kids Storage,Shelves,135273,Gray,12,144.0,113.06955,2018-08-10T00:00:00,2018-09-25T00:00:00
278503,38.2974,Great,Kids Furniture,Side Tables,892542,Black,XL,119.9,53.83,2018-06-12T00:00:00,2018-06-27T00:00:00
290399,23.6034,Perfect,Kids Furniture,Side Tables,142832,Blue,32,71.5,,2018-07-06T00:00:00,2018-10-01T00:00:00
287219,13.3083,Perfect,Storage,Boxes,120978,Gray,11,61.2,15.73605,2018-06-30T00:00:00,2018-09-09T00:00:00
317532,73.6776,OK,Kitchen and Dining,Knives,128578,Blue,L,116.955,,2018-09-08T00:00:00,2018-10-31T00:00:00
310448,135.4104,Perfect,Outdoor Furniture,Rugs,160670,Black,S,247.5,,2018-08-23T00:00:00,2018-10-24T00:00:00
283187,43.3473,Perfect,Outdoor Storage,Shelves,126479,Blue,10,103.5,51.26605,2018-06-18T00:00:00,2018-07-10T00:00:00
317465,62.775,Great,Kids Storage,Shelves,122169,Black,13,135.0,,2018-09-08T00:00:00,2018-09-09T00:00:00
282436,23.9544,Perfect,Kids Furniture,Dining Tables,145226,Red,On,38.5,,2018-06-17T00:00:00,2018-09-24T00:00:00
286096,31.7304,Perfect,Outdoor Furniture,Chairs,132003,Black,L,82.5,,2018-06-25T00:00:00,2018-09-19T00:00:00
297005,4.6128,Perfect,Kids Furniture,Dining Tables,118953,Blue,M,18.645,5.83,2018-08-06T00:00:00,2018-10-31T00:00:00
302590,64.152,Perfect,Outdoor Furniture,Beds,118024,Blue,M,108.9,,2018-08-03T00:00:00,2018-08-07T00:00:00
282718,127.4508,Perfect,Outdoor Furniture,Side Tables,104829,Black,M,218.9,138.83,2018-06-18T00:00:00,2018-08-21T00:00:00
320770,74.2176,Great,Kids Storage,Shelves,881235,Gray,46,166.5,83.99105,2018-09-14T00:00:00,2018-10-03T00:00:00
304850,119.8584,Perfect,Kids Storage,Shelves,153556,Gray,44,166.5,,2018-08-10T00:00:00,2018-10-18T00:00:00
283162,16.3836,Great,Outdoor Storage,Boxes,129896,Green,7.,67.455,18.54105,2018-06-18T00:00:00,2018-08-19T00:00:00
315618,23.9436,Great,Kitchen and Dining,Spoons,116750,Black,NO,35.955,24.24455,2018-09-02T00:00:00,2018-09-17T00:00:00
294206,23.9544,Perfect,Outdoor Furniture,Dining Tables,151132,Gray,S,43.945,,2018-07-15T00:00:00,2018-09-21T00:00:00
297069,55.4559,Perfect,Kitchen and Dining,Gadgets,828505,Blue,NO,71.55,,2018-07-22T00:00:00,2018-09-16T00:00:00
292502,23.2956,Great,Kids Furniture,Dining Tables,136768,Black,L,43.945,,2018-07-13T00:00:00,2018-08-31T00:00:00
277206,161.9568,Perfect,Kitchen and Dining,Spoons,126620,Green,Lo,179.955,,2018-06-10T00:00:00,2018-06-11T00:00:00
286412,27.3888,Perfect,Kids Furniture,Desks,111202,Green,M,66.0,29.83,2018-06-30T00:00:00,2018-07-11T00:00:00
311057,37.6278,Great,Kitchen and Dining,Spoons,127388,Blue,Re,53.955,,2018-08-26T00:00:00,2018-08-28T00:00:00
318644,191.97,Great,Kids Storage,Boxes,119923,Brown,11,355.5,,2018-09-09T00:00:00,2018-09-26T00:00:00
320922,76.8744,Perfect,Kitchen and Dining,Spoons,896025,Yellow,Re,134.955,70.05955,2018-09-15T00:00:00,2018-09-20T00:00:00
277447,52.7496,Perfect,Kitchen and Dining,Spoons,150951,Blue,Re,80.955,,2018-06-10T00:00:00,2018-06-29T00:00:00
325907,18.7953,Perfect,Kitchen and Dining,Spoons,719843,Green,M,24.255,,2018-09-24T00:00:00,2018-09-29T00:00:00
301314,60.2424,Perfect,Kids Furniture,Rugs,894605,Blue,L,110.0,,2018-07-30T00:00:00,2018-08-20T00:00:00
288255,54.405,Great,Outdoor Storage,Shelves,145867,Pink,9,117.0,,2018-07-02T00:00:00,2018-10-21T00:00:00
288218,41.1588,Perfect,Outdoor Furniture,Rugs,127306,Blue,3X,98.945,44.83,2018-07-02T00:00:00,2018-08-16T00:00:00
297387,43.2636,Perfect,Kitchen and Dining,Gadgets,133462,Khaki,XL,134.991,,2018-07-21T00:00:00,2018-07-26T00:00:00
290922,45.4248,OK,Outdoor Storage,Envelopes,151220,Blue,8,99.0,,2018-07-08T00:00:00,2018-07-13T00:00:00
315471,69.75,Perfect,Outdoor Storage,Shelves,136291,Blue,8,135.0,,2018-09-03T00:00:00,2018-09-12T00:00:00
336396,49.4316,Great,Kids Storage,Shelves,134977,Blue,11,108.0,55.94105,2018-10-22T00:00:00,2018-10-22T00:00:00
306680,125.6148,Perfect,Kids Furniture,Rugs,136797,Black,S,302.5,136.83,2018-08-13T00:00:00,2018-09-20T00:00:00
308284,184.6044,Perfect,Kitchen and Dining,Spoons,127032,Red,Re,215.955,168.23455,2018-08-19T00:00:00,2018-09-21T00:00:00
306286,16.3728,Perfect,Kids Furniture,Desks,103134,Blue,S,82.5,17.83,2018-08-17T00:00:00,2018-09-01T00:00:00
309785,14.0988,Perfect,Outdoor Furniture,Desks,135230,Purple,S,57.2,17.83,2018-08-23T00:00:00,2018-08-26T00:00:00
284548,217.9764,Great,Kitchen and Dining,Spoons,127862,Orange,Lo,269.1,,2018-06-24T00:00:00,2018-07-15T00:00:00
303979,83.6721,OK,Kitchen and Dining,Forks,115520,other,NO,134.955,,2018-08-06T00:00:00,2018-08-13T00:00:00
301402,30.348,Great,Kitchen and Dining,Gadgets,149106,Blue,NO,44.991,,2018-07-31T00:00:00,2018-08-03T00:00:00
322165,111.5628,Perfect,Kitchen and Dining,Spoons,126619,Purple,Re,143.955,,2018-09-16T00:00:00,2018-09-20T00:00:00
277579,111.5628,Perfect,Kitchen and Dining,Spoons,126619,Purple,Re,143.955,,2018-06-10T00:00:00,2018-06-21T00:00:00
277837,37.3581,OK,Kitchen and Dining,Spoons,797113,Not color,NO,60.255,,2018-06-11T00:00:00,2018-06-13T00:00:00
299538,54.8316,Perfect,Kitchen and Dining,Wine Glasses,142390,Red,NO,107.991,,2018-07-28T00:00:00,2018-08-07T00:00:00
284573,61.7799,Perfect,Kitchen and Dining,Wine Glasses,895641,Red,M/,126.0,65.38455,2018-06-22T00:00:00,2018-08-04T00:00:00
283463,40.92,OK,Outdoor Storage,Boxes,113733,Brown,11,99.0,,2018-06-18T00:00:00,2018-08-02T00:00:00
294464,42.0984,Perfect,Kids Furniture,Side Tables,124067,Green,32,82.5,,2018-07-15T00:00:00,2018-08-05T00:00:00
284664,217.9764,Great,Kitchen and Dining,Spoons,127862,Orange,Lo,269.1,,2018-06-24T00:00:00,2018-08-12T00:00:00
287684,11.016,Great,Kitchen and Dining,Wine Glasses,880835,Black,On,22.455,11.15455,2018-07-01T00:00:00,2018-08-19T00:00:00
311560,54.9288,Perfect,Outdoor Furniture,Beds,135261,Green,XL,132.0,59.83,2018-08-25T00:00:00,2018-09-11T00:00:00
315716,83.5704,Perfect,Kids Storage,Shelves,153615,Gray,10,117.0,,2018-09-02T00:00:00,2018-10-22T00:00:00
304001,21.2133,Perfect,Kids Furniture,Desks,879762,Gray,M,60.5,26.83,2018-08-04T00:00:00,2018-08-31T00:00:00
315178,123.2064,Great,Kitchen and Dining,Spoons,147924,Blue,XL,152.1,,2018-09-01T00:00:00,2018-09-04T00:00:00
287529,16.5447,Perfect,Kids Furniture,Desks,135190,Black,XL,33.0,20.93,2018-07-01T00:00:00,2018-07-18T00:00:00
303248,123.0444,Perfect,Kitchen and Dining,Spoons,896031,Purple,Re,143.955,112.13455,2018-08-06T00:00:00,2018-08-14T00:00:00
300551,78.2037,Perfect,Kids Furniture,Rugs,894312,Black,M,218.9,98.93,2018-07-28T00:00:00,2018-07-29T00:00:00
290214,21.9672,Perfect,Outdoor Furniture,Chairs,101772,Black,S,37.95,23.93,2018-07-06T00:00:00,2018-08-09T00:00:00
298176,47.4876,Perfect,Kitchen and Dining,Gadgets,153727,Red,NO,62.955,,2018-07-22T00:00:00,2018-07-23T00:00:00
286400,55.9224,Perfect,Outdoor Furniture,Rugs,154062,Green,L,143.0,,2018-06-30T00:00:00,2018-10-17T00:00:00
284906,110.7432,Great,Kitchen and Dining,Wine Glasses,864891,Green,NO,216.0,112.13455,2018-06-24T00:00:00,2018-06-24T00:00:00
279943,46.035,Great,Outdoor Storage,Shelves,137591,Blue,8,99.0,,2018-06-17T00:00:00,2018-07-20T00:00:00
307566,40.2408,Perfect,Outdoor Furniture,Side Tables,102914,Brown,12,97.9,43.83,2018-08-17T00:00:00,2018-08-24T00:00:00
301538,41.1588,Perfect,Outdoor Furniture,Beds,149611,Black,XS,143.0,44.83,2018-07-30T00:00:00,2018-10-22T00:00:00
281328,282.69,Perfect,Kitchen and Dining,Forks,110819,Red,NO,314.1,,2018-06-18T00:00:00,2018-06-21T00:00:00
290073,15.531,Great,Outdoor Furniture,Desks,126589,White,S,71.5,21.83,2018-07-08T00:00:00,2018-09-12T00:00:00
322178,75.87,Great,Kids Storage,Shelves,112145,Brown,10,166.5,85.86105,2018-09-16T00:00:00,2018-10-05T00:00:00
279961,76.0275,Perfect,Kitchen and Dining,Spoons,107475,Blue,Re,98.1,,2018-06-12T00:00:00,2018-06-29T00:00:00
303211,66.3462,Perfect,Kids Storage,Shelves,134977,Gray,13,108.0,78.47455,2018-08-04T00:00:00,2018-08-04T00:00:00
284784,30.8664,Perfect,Outdoor Furniture,Side Tables,153861,Brown,L,60.5,,2018-06-24T00:00:00,2018-07-09T00:00:00
304786,101.3364,Great,Kitchen and Dining,Spoons,894947,Gray,Re,125.1,,2018-08-11T00:00:00,2018-09-06T00:00:00
282858,120.7224,Perfect,Outdoor Furniture,Rugs,156469,Black,M,220.0,,2018-06-18T00:00:00,2018-10-31T00:00:00
304695,278.9628,Perfect,Kitchen and Dining,Forks,128995,Gray,NO,359.955,,2018-08-09T00:00:00,2018-08-13T00:00:00
304877,278.535,Perfect,Kids Storage,Boxes,146534,Yellow,46,539.1,,2018-08-10T00:00:00,2018-08-19T00:00:00
278481,26.7468,Perfect,Outdoor Furniture,Side Tables,889135,other,S,75.9,33.83,2018-06-10T00:00:00,2018-08-10T00:00:00
318064,64.5732,Great,Kitchen and Dining,Spoons,845298,Red,Lo,89.955,65.38455,2018-09-08T00:00:00,2018-10-12T00:00:00
295100,53.3304,Perfect,Kids Furniture,Side Tables,153596,Khaki,32,97.9,,2018-07-16T00:00:00,2018-08-13T00:00:00
281286,118.9404,Perfect,Kitchen and Dining,Forks,867215,Gray,NO,161.1,108.39455,2018-06-18T00:00:00,2018-06-20T00:00:00
302136,113.3568,Perfect,Kitchen and Dining,Spoons,120234,Green,Lo,125.955,,2018-08-06T00:00:00,2018-08-20T00:00:00
294515,32.6244,Perfect,Kitchen and Dining,Appliances,136264,Blue,On,45.0,34.52955,2018-07-15T00:00:00,2018-07-16T00:00:00
275601,110.3724,Perfect,Kitchen and Dining,Spoons,112622,Red,Sh,224.955,116.80955,2018-06-04T00:00:00,2018-08-24T00:00:00
301310,40.4568,Perfect,Kitchen and Dining,Appliances,147126,Multi-colored,NO,44.955,,2018-08-02T00:00:00,2018-08-03T00:00:00
290514,32.8968,Perfect,Kids Storage,Envelopes,128700,Gray,12,81.0,33.50105,2018-07-07T00:00:00,2018-08-20T00:00:00
299505,17.6049,Perfect,Kitchen and Dining,Spoons,719843,Blue,M,24.255,18.63455,2018-08-06T00:00:00,2018-08-13T00:00:00
305192,24.6456,Great,Kids Furniture,Desks,147196,Blue,3X,66.0,29.83,2018-08-18T00:00:00,2018-09-24T00:00:00
279758,72.8784,Great,Kitchen and Dining,Spoons,110921,Green,Re,143.1,73.79955,2018-06-12T00:00:00,2018-08-22T00:00:00
278908,207.6948,Great,Kitchen and Dining,Spoons,112608,Blue,Lo,269.955,210.30955,2018-06-27T00:00:00,2018-07-02T00:00:00
279333,95.3622,Great,Kitchen and Dining,Spoons,896029,Blue,Re,143.955,112.13455,2018-06-17T00:00:00,2018-07-15T00:00:00
306485,43.3473,Perfect,Outdoor Furniture,Chairs,133927,White,S,121.0,54.83,2018-08-13T00:00:00,2018-10-21T00:00:00
314941,138.942,Perfect,Kids Furniture,Rugs,102403,Black,L,273.9,,2018-09-01T00:00:00,2018-09-02T00:00:00
285423,48.36,OK,Outdoor Storage,Boxes,113731,Gray,9 ,117.0,,2018-07-01T00:00:00,2018-08-22T00:00:00
286919,74.8278,Great,Kids Furniture,Side Tables,102488,Black,XL,163.9,,2018-07-01T00:00:00,2018-10-31T00:00:00
291470,47.2824,Perfect,Kids Storage,Shelves,152538,Black,9.,99.0,,2018-07-08T00:00:00,2018-08-15T00:00:00
299454,291.5568,Perfect,Kitchen and Dining,Forks,128994,Yellow,NO,323.955,,2018-07-26T00:00:00,2018-07-27T00:00:00
303275,56.4789,Perfect,Kitchen and Dining,Spoons,870757,Khaki,Re,116.1,59.77455,2018-08-06T00:00:00,2018-10-19T00:00:00
313486,120.69,Perfect,Kitchen and Dining,Spoons,136334,Red,Re,134.1,,2018-08-30T00:00:00,2018-09-01T00:00:00
336176,178.1568,Perfect,Kitchen and Dining,Spoons,153329,Blue,Lo,197.955,,2018-10-21T00:00:00,2018-10-27T00:00:00
281751,53.475,Perfect,Outdoor Storage,Shelves,136292,Black,7.,103.5,,2018-06-17T00:00:00,2018-07-08T00:00:00
308034,24.5484,Perfect,Kitchen and Dining,Spoons,866772,Green,Re,35.955,22.37455,2018-08-19T00:00:00,2018-08-24T00:00:00
315562,68.8824,Perfect,Kids Furniture,Side Tables,156969,Khaki,34,126.5,,2018-09-02T00:00:00,2018-09-30T00:00:00
278754,203.3964,Great,Kitchen and Dining,Spoons,111165,Blue,Lo,251.1,,2018-06-12T00:00:00,2018-07-23T00:00:00
306559,100.9236,Great,Kitchen and Dining,Spoons,881574,Yellow,Re,152.955,118.67955,2018-08-14T00:00:00,2018-08-14T00:00:00
292163,110.5398,Perfect,Kids Furniture,Rugs,137765,Gray,L,307.945,139.83,2018-07-13T00:00:00,2018-09-20T00:00:00
286941,43.3473,Perfect,Kids Storage,Shelves,127465,Black,10,99.0,51.26605,2018-06-30T00:00:00,2018-07-04T00:00:00
308767,33.2754,Perfect,Outdoor Furniture,Side Tables,140432,Gray,12,99.0,,2018-08-18T00:00:00,2018-09-28T00:00:00
319729,18.9162,Perfect,Outdoor Furniture,Chairs,101773,Black,M,37.95,23.93,2018-09-14T00:00:00,2018-10-10T00:00:00
296986,58.32,Great,Kids Storage,Shelves,113824,Brown,11,108.0,,2018-07-22T00:00:00,2018-07-22T00:00:00
287107,20.6274,Perfect,Outdoor Furniture,Dining Tables,143262,Blue,S,44.0,,2018-06-30T00:00:00,2018-08-05T00:00:00
286143,44.64,Perfect,Outdoor Furniture,Chairs,111628,Purple,L,88.0,,2018-06-25T00:00:00,2018-07-02T00:00:00
307093,223.1628,Perfect,Kitchen and Dining,Spoons,112181,Blue,Lo,287.955,,2018-08-14T00:00:00,2018-08-17T00:00:00
276118,110.7432,Great,Kids Storage,Cabinets,140897,Gray,12,179.955,112.13455,2018-06-05T00:00:00,2018-11-01T00:00:00
299498,35.1864,Perfect,Outdoor Furniture,Beds,112218,Blue,S,64.9,,2018-07-28T00:00:00,2018-09-03T00:00:00
316870,76.8744,Perfect,Kitchen and Dining,Spoons,896025,Yellow,Re,134.955,70.05955,2018-09-08T00:00:00,2018-09-15T00:00:00
311486,123.0444,Perfect,Kitchen and Dining,Spoons,896029,Blue,Re,143.955,112.13455,2018-08-26T00:00:00,2018-09-13T00:00:00
